# OurTeam OppTeam Type OurPos OppPos GoalDiff OurGoals OppGoals 
1 6 exp1 0.503 0.497 1 3 2
1 6 exp1 0.444 0.556 -3 1 4
1 6 exp1 0.406 0.594 -1 0 1
1 6 exp1 0.420 0.580 -1 0 1
1 6 exp1 0.492 0.507 1 4 3
1 3 exp1 0.387 0.611 -2 0 2
1 3 exp1 0.363 0.637 -3 0 3
1 3 exp1 0.334 0.666 -1 1 2
1 3 exp1 0.370 0.630 -3 0 3
1 3 exp1 0.382 0.618 -2 1 3
1 2 exp1 0.289 0.710 -2 0 2
1 2 exp1 0.276 0.724 -2 0 2
1 2 exp1 0.189 0.811 -2 0 2
1 2 exp1 0.295 0.705 -3 0 3
1 2 exp1 0.262 0.738 -4 0 4
1 4 exp1 0.449 0.549 -1 1 2
1 4 exp1 0.512 0.488 -1 2 3
1 4 exp1 0.473 0.527 1 5 4
1 4 exp1 0.470 0.530 -3 0 3
1 4 exp1 0.492 0.508 -3 1 4
