OurTeam,OppTeam,Type,OurPos,OppPos,GoalDiff,OurGoals,OppGoals 
jemv,we,exp4,0.438,0.560,-22,0,22
jemv,we,exp4,0.403,0.597,-23,0,23
jemv,we,exp4,0.346,0.653,-23,0,23
jemv,we,exp4,0.399,0.600,-25,0,25
jemv,we,exp4,0.430,0.570,-15,0,15
jemv,we,exp4,0.430,0.570,-17,0,17
jemv,we,exp4,0.400,0.600,-20,0,20
jemv,we,exp4,0.393,0.607,-23,1,24
jemv,we,exp4,0.435,0.565,-18,1,19
jemv,we,exp4,0.417,0.583,-17,0,17
jemv,we,exp4,0.426,0.574,-14,1,15
jemv,we,exp4,0.441,0.559,-18,0,18
jemv,we,exp4,0.379,0.621,-24,0,24
jemv,we,exp4,0.427,0.572,-20,0,20
jemv,we,exp4,0.368,0.632,-20,0,20
jemv,we,exp4,0.437,0.563,-20,0,20
jemv,we,exp4,0.378,0.622,-17,0,17
jemv,we,exp4,0.399,0.600,-27,0,27
jemv,we,exp4,0.396,0.604,-22,0,22
jemv,we,exp4,0.380,0.619,-20,0,20
jemv,we,exp4,0.406,0.594,-26,0,26
jemv,we,exp4,0.353,0.647,-27,0,27
jemv,we,exp4,0.388,0.612,-18,0,18
jemv,we,exp4,0.365,0.635,-20,0,20
jemv,we,exp4,0.430,0.570,-18,0,18
jemv,we,exp4,0.454,0.546,-17,1,18
jemv,we,exp4,0.397,0.603,-21,0,21
jemv,we,exp4,0.438,0.562,-21,0,21
jemv,we,exp4,0.422,0.578,-18,1,19
jemv,we,exp4,0.390,0.610,-20,0,20
jemv,we,exp4,0.429,0.571,-17,0,17
jemv,we,exp4,0.415,0.585,-21,2,23
jemv,we,exp4,0.453,0.547,-18,0,18
jemv,we,exp4,0.440,0.560,-20,0,20
jemv,we,exp4,0.495,0.505,-15,0,15
jemv,we,exp4,0.459,0.541,-22,0,22
jemv,we,exp4,0.424,0.576,-21,1,22
jemv,we,exp4,0.341,0.659,-24,0,24
jemv,we,exp4,0.472,0.528,-17,0,17
jemv,we,exp4,0.460,0.540,-24,0,24
jemv,we,exp4,0.435,0.565,-22,0,22
jemv,we,exp4,0.538,0.462,-12,0,12
jemv,we,exp4,0.435,0.565,-15,0,15
jemv,we,exp4,0.454,0.546,-15,0,15
jemv,we,exp4,0.339,0.661,-25,3,28
jemv,we,exp4,0.431,0.569,-19,0,19
jemv,we,exp4,0.440,0.560,-16,0,16
jemv,we,exp4,0.348,0.652,-22,0,22
jemv,we,exp4,0.446,0.554,-15,1,16
jemv,we,exp4,0.423,0.577,-22,0,22
