13.1301 -32.3973 12.166 -31.758 2.7929 -21.1624 2.7929 -21.1624 19.0721 -27.8939 19.0721 -27.8939 19.0721 -27.8939 9.0388 -22.6955 DRIBBLE
13.6629 -32.7054 12.8079 -32.3937 3.2799 -21.634 3.2799 -21.634 19.65 -27.9658 19.65 -27.9658 19.65 -27.9658 9.477 -22.9367 DRIBBLE
14.2337 -32.6633 13.0422 -32.6541 3.7816 -22.0704 3.7816 -22.0704 20.2564 -28.0187 20.2564 -28.0187 20.2564 -28.0187 10.0236 -23.1475 DRIBBLE
15.2973 -32.5968 13.7856 -32.8256 4.5119 -22.7331 4.5119 -22.7331 21.496 -28.164 21.496 -28.164 21.496 -28.164 11.2343 -23.5691 DRIBBLE
15.782 -32.5597 14.5861 -32.8899 4.9775 -22.9652 4.9775 -22.9652 22.0821 -28.2237 22.0821 -28.2237 22.0821 -28.2237 11.8456 -23.7835 DRIBBLE
16.2259 -32.5381 15.4513 -32.878 5.4838 -23.22 5.4838 -23.22 22.7208 -28.2675 22.7208 -28.2675 22.7208 -28.2675 12.1235 -23.8704 DRIBBLE
17.0218 -32.6022 15.801 -32.8904 6.0735 -23.5011 18.4669 -18.5049 22.9516 -28.2853 22.9516 -28.2853 22.9516 -28.2853 12.6229 -23.8934 DRIBBLE
17.7752 -32.6472 16.4721 -32.8788 6.6497 -23.8042 19.1876 -18.7418 23.0351 -28.2913 23.0351 -28.2913 23.0351 -28.2913 13.2417 -23.9071 DRIBBLE
18.4743 -32.6682 17.3061 -32.8853 7.2756 -24.1148 19.5379 -18.8658 23.0684 -28.2949 23.0684 -28.2949 23.0684 -28.2949 13.9158 -23.8308 DRIBBLE
19.138 -32.6983 18.1833 -32.9162 7.8976 -24.4022 7.8976 -24.4022 23.4859 -28.3044 23.4859 -28.3044 23.4859 -28.3044 14.6012 -23.7513 DRIBBLE
19.8881 -32.7578 18.5379 -32.9354 8.3796 -24.6188 8.3796 -24.6188 24.0177 -28.3132 24.0177 -28.3132 24.0177 -28.3132 15.268 -23.715 DRIBBLE
20.5807 -32.8029 19.1948 -32.9714 8.8104 -24.8121 8.8104 -24.8121 24.6479 -28.2895 24.6479 -28.2895 24.6479 -28.2895 15.9352 -23.6355 DRIBBLE
21.2294 -32.8483 19.9777 -33.04 9.3785 -25.1074 9.3785 -25.1074 24.878 -28.2959 24.878 -28.2959 24.878 -28.2959 16.6181 -23.5596 DRIBBLE
21.8406 -32.8896 20.8614 -33.0708 10.0111 -25.3911 10.0111 -25.3911 24.962 -28.3015 24.962 -28.3015 24.962 -28.3015 17.2803 -23.467 DRIBBLE
22.1593 -32.7667 21.2238 -33.0602 10.4961 -25.6024 10.4961 -25.6024 25.413 -28.1807 25.413 -28.1807 25.413 -28.1807 17.9577 -23.406 DRIBBLE
22.4476 -32.6603 21.3632 -33.065 10.9073 -25.7934 10.9073 -25.7934 25.9647 -27.9978 25.9647 -27.9978 25.9647 -27.9978 18.5794 -23.3432 DRIBBLE
22.7185 -32.5606 21.9527 -32.8434 11.0689 -25.877 11.0689 -25.877 26.5425 -27.8368 26.5425 -27.8368 26.5425 -27.8368 19.2273 -23.3038 DRIBBLE
23.3412 -32.6132 22.2037 -32.7516 11.5077 -25.8686 11.5077 -25.8686 27.152 -27.671 27.152 -27.671 27.152 -27.671 19.8655 -23.2315 DRIBBLE
24.4687 -32.721 22.9492 -32.7071 12.7418 -25.8482 12.7418 -25.8482 28.388 -27.3619 28.388 -27.3619 28.388 -27.3619 21.2896 -23.1015 DRIBBLE
24.9806 -32.7747 23.7984 -32.7356 13.4282 -25.7674 13.4282 -25.7674 28.9714 -27.2086 28.9714 -27.2086 28.9714 -27.2086 22.02 -23.0101 DRIBBLE
25.4706 -32.8307 24.6844 -32.7488 14.1799 -25.7338 14.1799 -25.7338 29.5535 -27.0348 29.5535 -27.0348 29.5535 -27.0348 22.6825 -22.966 DRIBBLE
26.28 -32.8036 25.0326 -32.7476 14.9111 -25.6979 14.9111 -25.6979 30.2104 -26.8334 30.2104 -26.8334 30.2104 -26.8334 23.2385 -22.9117 DRIBBLE
27.0628 -32.7592 25.7447 -32.7542 15.6206 -25.6612 15.6206 -25.6612 30.477 -26.7592 30.477 -26.7592 30.477 -26.7592 23.833 -22.837 DRIBBLE
27.7876 -32.7224 26.611 -32.8308 16.366 -25.6205 16.366 -25.6205 30.5712 -26.7377 30.5712 -26.7377 30.5712 -26.7377 24.5021 -22.7496 DRIBBLE
28.4715 -32.6978 27.525 -32.927 16.9976 -25.6097 16.9976 -25.6097 31.0012 -26.6322 31.0012 -26.6322 31.0012 -26.6322 25.1653 -22.6712 DRIBBLE
29.1087 -32.6238 27.8914 -32.9738 17.2668 -25.6031 17.2668 -25.6031 31.5468 -26.4519 31.5468 -26.4519 31.5468 -26.4519 25.8321 -22.5928 DRIBBLE
29.7137 -32.5399 28.6342 -32.975 17.3814 -25.6009 17.3814 -25.6009 32.1406 -26.2368 32.1406 -26.2368 32.1406 -26.2368 26.1375 -22.5603 DRIBBLE
30.2619 -32.4641 29.5417 -32.9059 17.4304 -25.6 17.4304 -25.6 32.7332 -26.0467 32.7332 -26.0467 32.7332 -26.0467 26.5171 -22.5942 DRIBBLE
31.07 -32.4038 29.907 -32.8802 17.7783 -25.8092 17.7783 -25.8092 33.3289 -25.7932 33.3289 -25.7932 33.3289 -25.7932 26.8182 -22.5242 DRIBBLE
31.86 -32.3384 30.6124 -32.8618 17.9368 -25.904 17.9368 -25.904 33.9371 -25.6077 33.9371 -25.6077 33.9371 -25.6077 27.1973 -22.5544 DRIBBLE
32.6197 -32.2497 31.4533 -32.9191 18.4056 -25.9954 18.4056 -25.9954 34.5272 -25.4035 34.5272 -25.4035 34.5272 -25.4035 27.3591 -22.5594 DRIBBLE
33.3519 -32.1572 32.3443 -32.9069 18.8549 -26.0354 31.445 -16.64 35.1284 -25.2049 35.1284 -25.2049 35.1284 -25.2049 27.7901 -22.4601 DRIBBLE
34.0195 -32.0469 32.7021 -32.8984 19.4411 -26.0848 32.1636 -16.506 35.7452 -24.9838 35.7452 -24.9838 35.7452 -24.9838 28.365 -22.3292 DRIBBLE
34.629 -31.9625 33.3956 -32.7163 20.0826 -26.1372 20.0826 -26.1372 36.3683 -24.7658 36.3683 -24.7658 36.3683 -24.7658 29.0478 -22.1776 DRIBBLE
35.2119 -31.9098 34.2635 -32.4339 20.7683 -26.2395 20.7683 -26.2395 36.9558 -24.5478 36.9558 -24.5478 36.9558 -24.5478 29.6781 -22.0445 DRIBBLE
35.7729 -31.8506 35.1598 -32.0889 21.0628 -26.2841 21.0628 -26.2841 37.1777 -24.4694 37.1777 -24.4694 37.1777 -24.4694 30.3343 -21.8759 DRIBBLE
36.2736 -31.3559 35.4927 -31.9677 21.1886 -26.3027 34.4513 -16.2562 37.5748 -24.9254 37.5748 -24.9254 37.5748 -24.9254 31.0602 -21.7123 DRIBBLE
36.7401 -30.8585 35.6191 -31.9089 21.2403 -26.3083 34.8882 -16.4837 37.7202 -25.1031 37.7202 -25.1031 37.7202 -25.1031 31.7559 -21.5273 DRIBBLE
37.1669 -30.3861 36.0788 -31.5033 35.1982 -16.4584 35.1982 -16.4584 37.7809 -25.1708 37.7809 -25.1708 37.7809 -25.1708 32.3216 -21.3657 DRIBBLE
37.5679 -29.9423 36.708 -31.0385 35.3548 -16.4363 35.3548 -16.4363 37.8023 -25.1967 37.8023 -25.1967 37.8023 -25.1967 32.9558 -21.2238 DRIBBLE
37.943 -29.5246 37.4056 -30.5639 35.8442 -16.2911 35.8442 -16.2911 38.0186 -25.7532 38.0186 -25.7532 38.0186 -25.7532 33.5513 -21.056 DRIBBLE
38.2987 -29.1181 38.1016 -29.9855 36.4162 -16.101 36.4162 -16.101 38.2521 -26.538 38.2521 -26.538 38.2521 -26.538 33.8284 -20.9863 DRIBBLE
39.1035 -29.2954 38.3874 -29.7648 36.9176 -15.8826 36.9176 -15.8826 38.3424 -26.8362 38.3424 -26.8362 38.3424 -26.8362 33.9642 -20.9557 DRIBBLE
39.8463 -29.4313 38.5069 -29.6861 37.4582 -15.6757 37.4582 -15.6757 38.3756 -26.9457 38.3756 -26.9457 38.3756 -26.9457 34.1756 -20.8691 DRIBBLE
40.5449 -29.5591 39.1612 -29.7322 38.0919 -15.4386 38.0919 -15.4386 38.5915 -26.6223 38.5915 -26.6223 38.5915 -26.6223 34.4063 -20.7629 DRIBBLE
41.2107 -29.677 39.9223 -29.8355 38.7754 -15.1332 38.7754 -15.1332 38.9066 -26.1832 38.9066 -26.1832 38.9066 -26.1832 34.5135 -20.7027 DRIBBLE
41.8577 -29.7786 40.7878 -29.9928 39.5436 -14.8187 39.5436 -14.8187 39.2153 -25.7019 39.2153 -25.7019 39.2153 -25.7019 34.9191 -20.5876 DRIBBLE
42.4496 -29.849 41.6603 -30.1811 39.9202 -14.6446 39.9202 -14.6446 39.6189 -25.1796 39.6189 -25.1796 39.6189 -25.1796 35.4789 -20.4067 DRIBBLE
43.3078 -29.4473 42.0151 -30.2574 40.1207 -14.5495 40.1207 -14.5495 40.0217 -24.6458 40.0217 -24.6458 40.0217 -24.6458 35.7559 -20.3124 DRIBBLE
47.9065 -27.2638 46.6895 -27.9492 42.5873 -13.0413 42.5873 -13.0413 42.5779 -21.585 42.5779 -21.585 42.5779 -21.585 39.4954 -19.3963 DRIBBLE
48.4471 -27.0425 47.5011 -27.4667 42.902 -12.8475 42.902 -12.8475 43.1382 -21.1837 43.1382 -21.1837 43.1382 -21.1837 39.8036 -19.3226 DRIBBLE
48.7892 -26.4266 47.8316 -27.2706 43.0604 -12.7605 43.0604 -12.7605 43.6574 -20.8007 43.6574 -20.8007 43.6574 -20.8007 39.951 -19.2895 DRIBBLE
49.6246 -24.8505 48.5593 -25.9073 43.5699 -12.5039 43.5699 -12.5039 45.1164 -19.5302 45.1164 -19.5302 45.1164 -19.5302 40.3341 -18.9905 DRIBBLE
49.8684 -24.3848 48.9771 -25.0844 43.5233 -12.079 43.5233 -12.079 45.6649 -19.0993 45.6649 -19.0993 45.6649 -19.0993 40.4468 -18.8709 DRIBBLE
50.0907 -23.9423 49.4291 -24.2593 43.504 -11.87 43.504 -11.87 46.1535 -18.6592 46.1535 -18.6592 46.1535 -18.6592 40.5892 -18.6992 DRIBBLE
49.4369 -23.051 49.6099 -23.9261 43.4928 -11.7641 43.4928 -11.7641 46.6296 -18.249 46.6296 -18.249 46.6296 -18.249 40.7301 -18.5077 DRIBBLE
49.8529 -22.489 49.6732 -23.7979 43.4894 -11.7111 43.4894 -11.7111 46.8106 -18.0961 46.8106 -18.0961 46.8106 -18.0961 40.5024 -18.1865 DRIBBLE
50.2523 -21.9403 49.9835 -23.2702 43.4877 -11.6824 43.4877 -11.6824 47.0113 -17.6462 47.0113 -17.6462 47.0113 -17.6462 40.4854 -17.9191 DRIBBLE
50.635 -21.4317 50.328 -22.5328 43.7924 -11.4163 43.7924 -11.4163 47.2094 -17.0788 47.2094 -17.0788 47.2094 -17.0788 40.5717 -17.6831 DRIBBLE
50.9915 -20.9523 50.6784 -21.7378 44.2511 -11.0109 44.2511 -11.0109 47.4017 -16.4726 47.4017 -16.4726 47.4017 -16.4726 40.7058 -17.4588 DRIBBLE
51.0097 -20.2608 50.8173 -21.391 44.478 -10.8068 44.478 -10.8068 47.4945 -16.2491 47.4945 -16.2491 47.4945 -16.2491 40.8632 -17.2493 DRIBBLE
51.0436 -18.363 50.9754 -19.8793 44.2983 -10.1602 44.2983 -10.1602 48.8823 -15.9698 48.8823 -15.9698 48.8823 -15.9698 41.1433 -16.5373 DRIBBLE
51.0483 -17.8054 51.0204 -19.0052 44.2486 -10.0658 44.2486 -10.0658 49.7555 -16.042 49.7555 -16.042 49.7555 -16.042 41.1647 -16.3633 DRIBBLE
51.0568 -17.284 51.047 -18.1092 44.3511 -9.9167 44.3511 -9.9167 50.6921 -16.1764 50.6921 -16.1764 50.6921 -16.1764 41.1981 -16.1369 DRIBBLE
48.1503 -7.6867 47.4589 -7.8101 51.2819 -5.8533 51.2819 -5.8533 44.3115 -9.3985 44.3115 -9.3985 44.3115 -9.3985 45.3241 5.7001 UNSUCCESSFUL DRIBBLE
43.8655 -6.3683 44.1194 -8.5343 39.0509 -1.0445 39.0509 -1.0445 47.9099 -7.7327 41.8745 -4.9013 47.9099 -7.7327 41.8745 -4.9013 UNSUCCESSFUL DRIBBLE
41.809 -5.7286 41.9272 -5.3622 45.072 -1.0012 45.072 -1.0012 43.8108 -8.0735 43.8108 -8.0735 43.8108 -8.0735 45.8514 3.9525 UNSUCCESSFUL DRIBBLE
42.0089 -5.7835 41.9258 -5.3421 45.1548 -0.8996 47.4657 -6.9579 43.3598 -7.5652 43.3598 -7.5652 43.3598 -7.5652 45.8107 3.9262 DRIBBLE
40.9208 -7.5781 42.7804 -6.9535 38.4425 0.1115 38.4425 0.1115 41.9249 -5.3347 41.9249 -5.3347 41.9249 -5.3347 39.5251 -13.9214 UNSUCCESSFUL DRIBBLE
37.8715 -12.3008 37.857 -13.0391 40.3766 -5.4727 40.3766 -5.4727 36.0012 -13.0592 36.0012 -13.0592 36.0012 -13.0592 41.9133 -6.615 UNSUCCESSFUL DRIBBLE
35.768 -14.1989 36.2811 -13.1054 41.3201 -6.8655 41.3201 -6.8655 37.7175 -12.9534 37.7175 -12.9534 37.7175 -12.9534 48.4332 -13.4646 UNSUCCESSFUL DRIBBLE
21.365 -21.5191 20.1403 -20.6232 12.4574 -24.4374 19.1044 -29.6178 16.2162 -22.4142 16.2162 -22.4142 29.5726 -15.1365 20.2394 -15.0235 UNSUCCESSFUL DRIBBLE
20.6014 -19.7627 20.4139 -20.574 12.3096 -23.7177 19.3535 -11.4238 16.7438 -21.9694 19.7013 -15.696 19.7013 -15.696 16.7438 -21.9694 DRIBBLE
21.016 -19.3778 20.5509 -20.5451 12.1872 -23.1614 19.4217 -11.1246 17.2847 -21.4754 19.5084 -15.9824 19.5084 -15.9824 17.2847 -21.4754 DRIBBLE
21.4085 -19.0079 20.622 -20.5329 20.8505 -29.2324 19.4536 -10.9877 17.7595 -21.0225 19.4334 -16.1094 19.4334 -16.1094 17.7595 -21.0225 DRIBBLE
21.7592 -18.6426 21.1004 -20.2467 21.4811 -29.1233 19.5241 -10.5148 18.3058 -20.563 19.6723 -15.8931 19.6723 -15.8931 18.3058 -20.563 DRIBBLE
22.099 -18.2989 21.8293 -19.8042 22.0363 -28.994 19.6291 -9.9205 18.848 -20.1183 19.7561 -15.8028 19.7561 -15.8028 18.848 -20.1183 DRIBBLE
22.4221 -17.9788 22.2073 -19.2536 22.7196 -28.8999 19.7457 -9.2808 19.366 -19.6291 20.3348 -15.9476 20.3348 -15.9476 19.366 -19.6291 DRIBBLE
22.7412 -17.6819 22.4655 -18.6459 22.9961 -28.8617 19.9216 -8.6072 19.9086 -19.1515 20.5503 -15.995 20.5503 -15.995 19.9086 -19.1515 DRIBBLE
23.445 -17.8122 22.5882 -18.3549 23.3571 -28.7317 20.0769 -7.863 20.463 -18.6971 20.463 -18.6971 20.463 -18.6971 27.9905 -27.0729 DRIBBLE
24.133 -17.9544 22.6578 -18.2191 12.5909 -20.18 23.7557 -28.5364 20.9449 -18.2982 20.9449 -18.2982 20.9449 -18.2982 28.0063 -26.8116 DRIBBLE
24.7853 -18.1158 23.2201 -18.2581 24.2932 -28.2578 24.2932 -28.2578 21.1605 -18.1258 21.1605 -18.1258 21.1605 -18.1258 28.1959 -26.3505 DRIBBLE
25.4187 -18.2824 24.0118 -18.3884 24.934 -27.9304 24.934 -27.9304 21.655 -18.022 21.655 -18.022 21.655 -18.022 28.4483 -25.8133 DRIBBLE
26.0289 -18.4494 24.9003 -18.5606 25.5695 -27.5978 25.5695 -27.5978 22.2354 -17.9349 22.2354 -17.9349 22.2354 -17.9349 28.726 -25.2041 DRIBBLE
26.752 -18.6394 25.3431 -18.6886 26.0956 -27.3402 26.0956 -27.3402 22.8427 -17.8742 22.8427 -17.8742 22.8427 -17.8742 22.8647 -13.4099 DRIBBLE
27.4266 -18.8158 26.0768 -18.8044 26.697 -27.0771 26.697 -27.0771 23.4912 -17.7957 23.4912 -17.7957 23.4912 -17.7957 23.0265 -13.1927 DRIBBLE
28.0673 -18.9812 26.9723 -18.9955 27.3674 -26.7663 27.3674 -26.7663 24.1198 -17.6997 24.1198 -17.6997 24.1198 -17.6997 23.4403 -12.9204 DRIBBLE
28.6981 -19.129 27.8601 -19.1935 28.0701 -26.4929 28.0701 -26.4929 24.7283 -17.6133 24.7283 -17.6133 24.7283 -17.6133 23.9357 -12.6242 DRIBBLE
29.3399 -19.0651 28.2929 -19.3014 28.3634 -26.3755 28.3634 -26.3755 25.2952 -17.5344 30.2397 -23.1565 30.2397 -23.1565 25.2952 -17.5344 DRIBBLE
29.9504 -19.0236 28.5035 -19.3607 28.7741 -26.2702 28.7741 -26.2702 25.9302 -17.4572 30.7038 -22.689 30.7038 -22.689 25.9302 -17.4572 DRIBBLE
30.5231 -18.9736 29.1157 -19.2889 29.3175 -26.1162 29.3175 -26.1162 26.5656 -17.3198 31.1645 -22.2641 31.1645 -22.2641 26.5656 -17.3198 DRIBBLE
31.0591 -18.922 29.8861 -19.1957 29.9688 -25.9681 29.9688 -25.9681 31.6218 -21.8143 31.6218 -21.8143 31.6218 -21.8143 27.1567 -17.2121 DRIBBLE
31.5714 -18.8813 30.7352 -19.0711 30.6698 -25.8372 30.6698 -25.8372 31.781 -21.6465 31.781 -21.6465 31.781 -21.6465 27.4151 -17.1494 DRIBBLE
32.4531 -18.7017 31.1384 -19.0424 31.2663 -25.7362 31.2663 -25.7362 31.8443 -21.5756 31.8443 -21.5756 31.8443 -21.5756 27.8434 -17.2802 DRIBBLE
33.2681 -18.5251 31.7965 -18.9007 31.8972 -25.5645 31.8972 -25.5645 32.2129 -21.34 32.2129 -21.34 32.2129 -21.34 28.0438 -17.3367 DRIBBLE
34.0309 -18.3443 32.6581 -18.7939 32.553 -25.4613 32.553 -25.4613 32.7038 -21.0436 32.7038 -21.0436 32.7038 -21.0436 28.4916 -17.2446 DRIBBLE
34.7818 -18.1798 33.6069 -18.6369 33.2391 -25.3346 33.2391 -25.3346 33.2368 -20.7196 33.2368 -20.7196 33.2368 -20.7196 29.0765 -17.1036 DRIBBLE
35.5079 -18.0051 34.6211 -18.4712 33.512 -25.2923 33.512 -25.2923 33.7848 -20.3767 33.7848 -20.3767 33.7848 -20.3767 29.7647 -16.9404 DRIBBLE
36.6432 -18.3527 35.0858 -18.3652 34.0188 -25.0613 34.0188 -25.0613 34.3442 -20.0285 34.3442 -20.0285 34.3442 -20.0285 30.4541 -16.7176 DRIBBLE
41.8179 -20.1113 39.5574 -19.5787 37.418 -24.0592 37.418 -24.0592 37.7015 -17.9315 37.7015 -17.9315 37.7015 -17.9315 33.6813 -16.5693 DRIBBLE
42.4512 -20.3472 40.5369 -19.8621 37.805 -23.9949 37.805 -23.9949 38.2257 -17.5613 38.2257 -17.5613 38.2257 -17.5613 34.3517 -16.585 DRIBBLE
43.0593 -20.5807 41.603 -20.1388 38.083 -23.934 38.083 -23.934 38.712 -17.1881 38.712 -17.1881 38.712 -17.1881 35.079 -16.5881 DRIBBLE
43.6493 -20.8173 42.6003 -20.4102 38.3157 -23.8694 38.3157 -23.8694 38.8975 -17.0464 38.8975 -17.0464 38.8975 -17.0464 35.814 -16.5528 DRIBBLE
44.4869 -20.8277 43.0889 -20.5449 38.5075 -23.822 38.5075 -23.822 39.3838 -16.9564 39.3838 -16.9564 39.3838 -16.9564 36.3753 -16.5378 DRIBBLE
45.2941 -20.8303 43.3327 -20.6152 38.6885 -23.7797 38.6885 -23.7797 39.9141 -16.8283 39.9141 -16.8283 39.9141 -16.8283 36.6301 -16.5222 DRIBBLE
46.0497 -20.8546 43.993 -20.6327 38.8555 -23.7273 38.8555 -23.7273 40.557 -16.6865 40.557 -16.6865 40.557 -16.6865 36.7465 -16.5159 DRIBBLE
46.7624 -20.88 44.9084 -20.6269 39.036 -23.6972 39.036 -23.6972 41.2456 -16.5821 41.2456 -16.5821 41.2456 -16.5821 37.1455 -16.5009 DRIBBLE
47.4433 -20.8737 45.9213 -20.5407 39.2293 -23.6494 39.2293 -23.6494 41.9027 -16.4704 41.9027 -16.4704 41.9027 -16.4704 37.6645 -16.4372 DRIBBLE
48.0715 -20.8652 46.9678 -20.5033 39.4165 -23.6042 39.4165 -23.6042 42.5623 -16.3246 42.5623 -16.3246 42.5623 -16.3246 38.2419 -16.3414 DRIBBLE
48.604 -20.2492 47.4856 -20.4833 39.6099 -23.5751 39.6099 -23.5751 43.2317 -16.1694 43.2317 -16.1694 43.2317 -16.1694 38.9378 -16.2708 DRIBBLE
49.0954 -19.6771 47.7462 -20.4686 39.6905 -23.5656 39.6905 -23.5656 43.8958 -16.0522 43.8958 -16.0522 43.8958 -16.0522 39.2442 -16.2323 DRIBBLE
49.589 -19.1247 48.2104 -20.0675 39.8347 -23.5682 39.8347 -23.5682 44.1412 -16.0028 44.1412 -16.0028 44.1412 -16.0028 39.3816 -16.221 DRIBBLE
50.0533 -18.6053 48.7942 -19.5183 40.0101 -23.5734 40.0101 -23.5734 44.5836 -15.741 44.5836 -15.741 44.5836 -15.741 39.6976 -16.0834 DRIBBLE
50.492 -18.1136 49.4349 -18.8431 40.1842 -23.5859 40.1842 -23.5859 45.0886 -15.4141 45.0886 -15.4141 45.0886 -15.4141 40.104 -15.8988 DRIBBLE
50.9231 -17.6366 50.0637 -18.041 40.3608 -23.5907 40.3608 -23.5907 45.664 -15.0317 45.664 -15.0317 45.664 -15.0317 40.2803 -15.8142 DRIBBLE
51.1443 -16.8859 50.3372 -17.6632 40.5344 -23.6052 40.5344 -23.6052 46.217 -14.6565 46.217 -14.6565 46.217 -14.6565 40.3667 -15.7756 DRIBBLE
51.3373 -16.1537 50.4709 -17.4827 40.7275 -23.6279 40.7275 -23.6279 46.7686 -14.2885 46.7686 -14.2885 46.7686 -14.2885 40.6881 -15.8034 DRIBBLE
51.5237 -15.4763 50.7174 -16.8905 40.8025 -23.6338 40.8025 -23.6338 47.3152 -13.8686 47.3152 -13.8686 47.3152 -13.8686 45.9139 -7.7393 DRIBBLE
